Math,49,15,5
Math,50,17,1
Math,51,20,4
Math,52,12,3
Math,53,9,1
Math,54,3,1
Math,55,4,2
Math,56,10,1
Math,57,11,2
Math,58,22,6
Math,59,8,4
Math,60,16,7
Math,61,16,NOT_COVERED
Math,62,17,5
Math,63,4,1
Math,64,9,1
Math,65,17,2
Math,66,17,1
Math,67,12,4
Math,68,9,1
Math,69,18,2
Math,70,6,1
Math,71,16,3
Math,72,5,1
Math,73,6,1
Math,74,35,14
Math,75,1,1
Math,76,20,4
Math,77,10,2
Math,78,10,1
Math,79,4,4
Math,80,15,2
Math,81,15,2
Math,82,17,1
Math,83,17,2
Math,84,9,1
Math,85,10,5
Math,86,6,1
Math,87,17,2
Math,88,17,2
Math,89,1,1
Math,90,1,1
Math,91,3,1
Math,92,1,1
Math,93,1,1
Math,94,1,1
Math,95,10,1
Math,96,2,1
Math,97,4,1
Math,98,1,1
Math,99,1,1
Math,100,7,4
Math,101,1,1
Math,102,15,4
Math,103,8,3
Math,104,4,1
Math,105,1,1
Math,106,5,1
Mockito,1,106,52
Mockito,2,35,NOT_COVERED
Mockito,3,108,49
Mockito,4,81,51
Mockito,5,44,NOT_COVERED
Mockito,6,105,69
Mockito,7,76,26
Mockito,8,3,2
Mockito,9,86,4
Mockito,10,65,19
Mockito,11,39,22
Mockito,12,36,4
Mockito,13,69,44
Mockito,14,74,41
Mockito,15,53,16
Mockito,16,52,31
Mockito,17,38,10
Mockito,18,47,12
Mockito,19,98,29
Mockito,20,81,27
Mockito,21,37,5
Mockito,22,37,3
Mockito,23,77,2
Mockito,24,85,26
Mockito,25,67,8
Mockito,26,46,22
Mockito,27,66,1
Mockito,28,66,17
Mockito,29,70,14
Mockito,30,30,18
Mockito,31,28,2
Mockito,32,75,35
Mockito,33,63,28
Mockito,34,60,27
Mockito,35,56,35
Mockito,36,50,25
Mockito,37,51,20
Mockito,38,39,7
Time,1,48,26
Time,2,65,37
Time,3,55,46
Time,4,65,37
Time,5,51,22
Time,6,56,17
Time,7,66,41
Time,8,20,2
Time,9,20,2
Time,10,61,18
Time,11,53,37
Time,12,65,51
Time,13,53,4
Time,14,68,17
Time,15,2,1
Time,16,66,31
Time,17,54,16
Time,18,54,36
Time,19,54,27
Time,20,55,14
Time,21,47,3
Time,22,53,17
Time,23,9,3
Time,24,68,26
Time,25,54,27
Time,26,64,35
Time,27,70,8
